종목코드,종목명,자기주식 제외 시가총액(A*B),종가,자기주식 제외 발행주식수(B=C-D),총발행주식수(C),자기주식수(D),자기주식수 반영시점
"001380","SG글로벌","138939201870","3090","44964143","44964143","0","2024-09"
"004060","SG세계물산","67186705768","338","198777236","202424960","3647724","2024-09"
"001770","SHD","21053835740","17330","1214878","1214878","0","2024-09"
"002360","SH에너지화학","55426209204","509","108892356","111133730","2241374","2024-09"
"009160","SIMPAC","212193807560","3910","54269516","65429516","11160000","2024-09"
"033530","SJG세종","121059038025","4475","27052299","27820961","768662","2024-09"
"123700","SJM","51028016460","3270","15604898","15604898","0","2024-09"
"025530","SJM홀딩스","48109568050","3550","13551991","14934008","1382017","2024-09"
"034730","SK","8194408454700","150300","54520349","72502703","17982354","2024-09"
"011790","SKC","5239544588000","153800","34067260","37868298","3801038","2024-09"
"018670","SK가스","1703463730800","189800","8975046","9230244","255198","2024-09"
"001740","SK네트웍스","994853666700","5130","193928590","221277902","27349312","2024-09"
"006120","SK디스커버리","591504581200","33400","17709718","18785855","1076137","2024-09"
"210980","SK디앤디","149592971640","8040","18606091","18617382","11291","2024-09"
"302440","SK바이오사이언스","4175910716900","53300","78347293","78347293","0","2024-09"
"326030","SK바이오팜","9374096025000","119700","78313250","78313250","0","2024-09"
"402340","SK스퀘어","12359610721800","92700","133329134","134749960","1420826","2024-09"
"361610","SK아이이테크놀로지","2388346990000","33500","71293940","71297592","3652","2024-09"
"100090","SK오션플랜트","752967624960","12720","59195568","59195568","0","2024-09"
"096770","SK이노베이션","11559634431600","121400","95219394","95735590","516196","2024-09"
"475150","SK이터닉스","555539688000","16500","33669072","33691895","22823","2024-09"
"001510","SK증권","208608726312","504","413906203","472590171","58683968","2024-09"
"285130","SK케미칼","848229105500","49250","17222926","17253783","30857","2024-09"
"017670","SK텔레콤","12198387396600","57300","212886342","214790053","1903711","2024-09"
"000660","SK하이닉스","135051591276000","196000","689038731","728002365","38963634","2024-09"
"048550","SM C&C","161907002649","1687","95973327","96714620","741293","2024-09"
"063440","SM Life Design","62921853518","1367","46029154","46029154","0","2024-09"
"003570","SNT다이내믹스","582240126000","26000","22393851","33252697","10858846","2024-09"
"064960","SNT모티브","544116310200","45450","11971756","14623136","2651380","2024-09"
"100840","SNT에너지","252942182400","12800","19761108","20680783","919675","2024-09"
"036530","SNT홀딩스","321004496400","22200","14459662","16303886","1844224","2024-09"
"067160","SOOP","964400580000","90500","10656360","11494767","838407","2024-09"
"005610","SPC삼립","398776971600","49200","8105223","8629009","523786","2024-09"
"011810","STX","153970848500","4970","30980050","31017927","37877","2024-09"
"465770","STX그린로지스","74446627800","10420","7144590","7171032","26442","2024-09"
