종목코드,종목명,자기주식 제외 시가총액(A*B),종가,자기주식 제외 발행주식수(B=C-D),총발행주식수(C),자기주식수(D),자기주식수 반영시점
"094480","갤럭시아머니트리","322076969980","8210","39229838","39229838","0","2024-09"
"011420","갤럭시아에스엠","67634376020","2455","27549644","27549644","0","2024-09"
"039240","경남스틸","73789216940","2735","26979604","26979604","0","2024-09"
"053950","경남제약","23598235245","663","35593115","35593402","287","2024-09"
"002100","경농","165069366000","9240","17864650","19522575","1657925","2024-09"
"009450","경동나비엔","1258850377200","87100","14452932","14568592","115660","2024-09"
"267290","경동도시가스","110563314790","18770","5890427","5895406","4979","2024-09"
"012320","경동인베스트","163962470400","75200","2180352","2365023","184671","2024-09"
"011040","경동제약","173504998800","6440","26941770","30768766","3826996","2024-09"
"000050","경방","146750940300","5890","24915270","27415270","2500000","2024-09"
"214390","경보제약","177867038400","7440","23906860","23906860","0","2024-09"
"012610","경인양행","122856550740","2970","41365842","41616365","250523","2024-09"
"009140","경인전자","26832262200","20600","1302537","1570797","268260","2024-09"
"024910","경창산업","79174133000","2225","35583880","35819005","235125","2024-09"
"013580","계룡건설","119580259500","13500","8857797","8930907","73110","2024-09"
"012200","계양전기","43676220324","1606","27195654","27222829","27175","2024-09"
"002140","고려산업","77344901700","3135","24671420","24939425","268005","2024-09"
"049720","고려신용정보","138838391520","9970","13925616","14300000","374384","2024-09"
"010130","고려아연","17963653246000","874000","20553379","20703283","149904","2024-09"
"002240","고려제강","483267204420","19340","24987963","25000000","12037","2024-09"
"014570","고려제약","53407970550","4950","10789489","11000000","210511","2024-09"
"348150","고바이오랩","141429105000","7300","19373850","19373850","0","2024-09"
"098460","고영","644774026400","9800","65793268","68654755","2861487","2024-09"
"035290","골드앤에스","21311386560","447","47676480","47676480","0","2024-09"
"215000","골프존","396937110000","66100","6005100","6275415","270315","2024-09"
"121440","골프존뉴딘홀딩스","161724071740","3970","40736542","42836818","2100276","2024-09"
"366030","공구우먼","98317709000","4340","22653850","22653850","0","2024-09"
"009290","광동제약","237277223040","5920","40080612","52420851","12340239","2024-09"
"014200","광림","87868591200","30200","2909556","3023556","114000","2024-09"
"017040","광명전기","64356358275","1485","43337615","43337615","0","2024-09"
"029480","광무","209165804110","3805","54971302","55009083","37781","2024-09"
"017900","광전자","92820415209","1843","50363763","57943763","7580000","2024-09"
"037710","광주신세계","223857498200","29350","7627172","7957190","330018","2024-09"
"026910","광진실업","13867701825","2165","6405405","6405405","0","2024-09"
"421800","교보12호스팩","14591200000","2440","5980000","5980000","0","2024-06"
"440790","교보13호스팩","8808750000","2175","4050000","4050000","0","2024-09"
"456490","교보14호스팩","9135000000","2175","4200000","4200000","0","2024-09"
"465320","교보15호스팩","8267700000","2170","3810000","3810000","0","2024-09"
"482520","교보16호스팩","12505000000","2050","6100000","6100000","0","2024-09"
"030610","교보증권","645612756360","5720","112869363","113962961","1093598","2024-09"
"339770","교촌에프앤비","239582558600","9590","24982540","24982540","0","2024-09"
"053270","구영테크","60644407200","2325","26083616","27410405","1326789","2024-09"
"007690","국도화학","275654648700","33050","8340534","9010616","670082","2024-09"
"005320","국동","32312936592","488","66215034","67327897","1112863","2024-09"
"001140","국보","33448047050","2110","15852155","15856388","4233","2024-09"
"066620","국보디자인","108595136520","16430","6609564","7500000","890436","2024-09"
"043650","국순당","76498664760","4860","15740466","17858304","2117838","2024-09"
"006050","국영지앤엠","62773990036","1852","33895243","34895243","1000000","2024-09"
"060480","국일신동","21714220000","1958","11090000","11090000","0","2024-09"
"078130","국일제지","901924696800","800","1127405871","1127405871","0","2024-09"
"307750","국전약품","214922885760","4380","49069152","49069269","117","2024-09"
"002720","국제약품","109753885780","5390","20362502","21159832","797330","2024-09"
"035080","그래디언트","150217665480","10980","13681026","14527584","846558","2024-09"
"453450","그리드위즈","160840687500","20250","7942750","7942750","0","2024-09"
"204020","그리티","55459989890","2770","20021657","20147430","125773","2024-09"
"402490","그린리소스","138041264800","16700","8265944","8265944","0","2024-09"
"114450","그린생명과학","39415625550","2065","19087470","20000000","912530","2024-09"
"083420","그린케미칼","137858574840","5910","23326324","24000000","673676","2024-09"
"186230","그린플러스","100420757800","9350","10740188","10820188","80000","2024-09"
"014530","극동유화","128112143100","3805","33669420","34869420","1200000","2024-09"
"204620","글로벌텍스프리","228265656705","3735","61115303","61116035","732","2024-09"
"019660","글로본","19448027014","559","34790746","34790746","0","2024-09"
"014280","금강공업","109906958530","4090","26872117","29329357","2457240","2024-09"
"053260","금강철강","75509762000","4750","15896792","18720000","2823208","2024-09"
"008870","금비","45344900000","55400","818500","1000000","181500","2024-09"
"001570","금양","2603747224450","44950","57925411","58050037","124626","2024-09"
"282720","금양그린파워","128271147000","10630","12066900","12119500","52600","2024-09"
"002990","금호건설","107147661540","2985","35895364","36953595","1058231","2024-09"
"011780","금호석유","3062964450200","133400","22960753","27334587","4373834","2024-09"
"214330","금호에이치티","126527000643","621","203747183","213914131","10166948","2024-09"
"001210","금호전기","37202145141","893","41659737","42525621","865884","2024-09"
"073240","금호타이어","1177767176700","4100","287260287","287260287","0","2024-09"
"036190","금화피에스시","163295093500","27650","5905790","6000000","94210","2024-09"
"049080","기가레인","58906718612","694","84879998","84883347","3349","2024-09"
"420770","기가비스","478509864500","37750","12675758","12675758","0","2024-09"
"035460","기산텔레콤","27769832700","1905","14577340","14577340","0","2024-09"
"092440","기신정기","74606000000","2555","29200000","29200000","0","2024-09"
"000270","기아","36244760532500","92500","391835249","399858417","8023168","2024-09"
"024110","기업은행","11594572106180","14540","797425867","797425869","2","2024-09"
"013700","까뮤이앤씨","79528354730","1331","59750830","59750830","0","2024-09"
"308100","까스텔바작","20607312285","3195","6449863","6624733","174870","2024-09"
"004540","깨끗한나라","76899045055","2065","37239247","37240693","1446","2024-09"
"407400","꿈비","70178018750","5950","11794625","12259474","464849","2024-09"
"187790","나노","31435070025","1025","30668361","30840830","172469","2024-09"
"286750","나노브릭","44905272580","2170","20693674","20694559","885","2024-09"
"121600","나노신소재","973916160800","81400","11964572","12196078","231506","2024-09"
"247660","나노씨엠에스","34511312160","8080","4271202","4343920","72718","2024-09"
"039860","나노엔텍","145458671460","4530","32110082","32110082","0","2024-09"
"091970","나노캠텍","23382360667","647","36139661","37417493","1277832","2024-09"
"417010","나노팀","199610199360","10120","19724328","19724328","0","2024-09"
"405920","나라셀라","47367417330","3810","12432393","12878076","445683","2024-09"
"051490","나라엠앤디","65046223375","4925","13207355","14200000","992645","2024-09"
"137080","나래나노텍","37049063700","3350","11059422","11059422","0","2024-09"
"190510","나무가","190455407400","12050","15805428","16264384","458956","2024-09"
"242040","나무기술","54311720012","1639","33137108","34606264","1469156","2024-09"
"089600","나스미디어","178072161750","15750","11306169","11568163","261994","2024-09"
